name,Weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (Beta-Carotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,EPA,DHA
S안매운김치볶음밥,54,간식_모두,108.04,1.6326,3.099,17.6517,0.467,11.83,0.4059,26.35,0,27.21416667,0.06269,0.02108,1.5702,1.4375355,0.1404661,0,0
S우엉주먹밥,55.4,간식_모두,115.623,2.23966,1.21333,23.10884,0.9876,11.819,0.49729,86.337,0,37.11175,0.064036,0.045022,0.91932,0.56019081,0.06816637,0,0
S우엉채소볶음밥,61.4,간식_모두,126.813,2.27866,2.21263,23.63134,1.0886,12.619,0.52329,86.767,0,36.88425,0.067136,0.045002,1.04722,1.06844131,0.13347947,0,0
S우유(100ml),100,간식_모두,65,3.08,3.32,5.53,0,113,0.05,36,55,0,0.021,0.162,0.79,0.07378,0.0076,0.84,0
S우유(150ml),150,간식_모두,97.5,4.62,4.98,8.295,0,169.5,0.075,54,82.5,0,0.0315,0.243,1.185,0.11067,0.0114,1.26,0
S우유(200ml),200,간식_모두,130,6.16,6.64,11.06,0,226,0.1,72,110,0,0.042,0.324,1.58,0.14756,0.0152,1.68,0
S우유미숫가루,167.5,간식_모두,166.875,6.798,5.80225,22.2195,1.92,177.7,0.67675,54.925,82.5,0,0.0357,0.3288,1.185,0.5061225,0.0769005,1.26,0
S웨지감자구이,75.2,간식_모두,84.95,1.4365,4.13,10.6465,1.89,7.18,0.4079,68.394,26.1,0.095833333,0.042,0.0212,7.357,0.0822185,0.010038,0,0
S다진유부주먹밥,55.5,간식_모두,191.65,4.9965,8.6603,22.26875,0.3095,62.215,1.13415,234.98,0,11.87458333,0.068005,0.04395,0.6707,1.73356835,0.08140825,0,0
S유부초밥,55.5,간식_모두,192.05,4.9805,8.6613,22.38425,0.4095,62.015,1.14915,234.88,0,12.44541667,0.068555,0.04425,1.1842,1.73376285,0.08128025,0,0
S유자차,10,간식_모두,24.3,0.05,0,6.02,0,1.7,0.05,1.5,0,0.041666667,0.006,0.016,6,0,0,0,0
S단호박샐러드,61,간식_모두,37.94,0.905,0.657,8.165,2.5,17.31,0.195,3.66,5.5,152.9166667,0.0171,0.0843,6.144,0.096478,0.04125,0.084,0
S단호박샐러드(마요네즈),56,간식_모두,66.99,0.6475,4.1075,7.9335,2.5,7.01,0.2175,23.16,0.45,153.1958333,0.01615,0.0705,6.065,2.050455,0.331332,0,0
S고구마샐러드(마요네즈),56,간식_모두,115.49,0.5575,3.8375,19.7135,1.35,8.51,0.2625,26.66,0.45,1.6125,0.03365,0.016,3.56,1.982545,0.293587,0,0
S으깬견과류고구마샐러드(요거트),93,간식_모두,119.82,3.048,2.6168,21.1458,1.976,70.65,0.3388,22,23.6,1.358333333,0.04114,0.09888,4.088,0.3023922,0.0083438,0,0
S인절미,40,간식_모두,92.4,2.208,0.46,19.876,0.84,4.8,0.132,134.8,0,0,0.016,0.012,0,0.223768,0.030804,0,0
S자두,50,간식_모두,13,0.25,0.3,2.65,0,1.5,0.1,0.5,0,0,0.02,0.015,2.5,0,0,0,0
S잼샌드위치,35,간식_모두,98.85,2.731,1.4785,18.6565,1.165,8.65,0.191,154.85,0,0.425,0.0542,0.1063,1.016,0.165202,0.0153695,0.813,0
S절편,80,간식_모두,172,2.952,0.392,39.232,0.8,8,0.136,176,0,0,0.0072,0.0096,0,0.136136,0.004992,0,0
S절편(40g),40,간식_모두,86,1.476,0.196,19.616,0.4,4,0.068,88,0,0,0.0036,0.0048,0,0.068068,0.002496,0,0
S주먹밥,31.9,간식_모두,104.901,2.03467,1.25672,20.39808,0.0902,5.377,0.42825,31.833,2.72,7.353833333,0.062333,0.03298,0.42152,0.43926322,0.00599034,0,1.4144
S증편(40g),40,간식_모두,79.2,1.196,0.228,18.092,0.64,3.2,0.028,115.6,0,0,0,0.0124,0,0.089692,0.00456,0,0
S증편,80,간식_모두,158.4,2.392,0.456,36.184,1.28,6.4,0.056,231.2,0,0,0,0.0248,0,0.179384,0.00912,0,0
S찐감자,80,간식_모두,53.6,1.608,0.032,12.064,2.16,7.2,0.464,0.8,0,0,0.048,0.0216,8.408,0.006936,0.001472,0,0
S군고구마,80,간식_모두,135.2,0.856,0.12,32.736,3.36,13.6,0.336,5.6,0,2.466666667,0.048,0.02,12.288,0.056712,0.008176,0,0
S찐고구마,100,간식_모두,169,1.07,0.15,40.92,4.2,17,0.42,7,0,3.083333333,0.06,0.025,15.36,0.07089,0.01022,0,0
S찐고구마(80g),80,간식_모두,135.2,0.856,0.12,32.736,3.36,13.6,0.336,5.6,0,2.466666667,0.048,0.02,12.288,0.056712,0.008176,0,0
S찐만두,50,간식_모두,104,4.69,3.29,13.895,2.9,32.5,1.55,130.5,0,5.208333333,0.224,0.0355,0,0.53686,0.03575,0,0
S찐밤,30,간식_모두,45.3,0.984,0.15,10.017,1.62,4.8,0.252,0.3,0,0.725,0.0246,0.0195,4.794,0.065667,0.01821,0,0
S찐빵,60,간식_모두,127.8,3.576,0.774,26.616,3.06,13.2,0.558,94.8,0,0.25,0.009,0.027,0,0.211566,0.029838,0,0
S찐옥수수,50,간식_모두,66,3.3,0.7,12.7,0,10.5,1.15,0.5,0,1.75,0.04,0.035,0,0,0,0,0
S옥수수빵,60,간식_모두,192.6,4.44,6.12,29.46,1.44,45,1.164,477,21.6,0,0.1494,0.1656,0.06,0,0,0.6,3
S버터감자구이,83,간식_모두,76.43,1.6257,2.4932,12.1183,2.16,7.68,0.4649,1.1,15.66,0.0575,0.048,0.02298,8.408,0.0526257,0.006722,0,0
S옥수수버터구이,53,간식_모두,88.83,3.3177,3.1612,12.7543,0,10.98,1.1509,0.8,15.66,1.8075,0.04,0.03638,0,0.0456897,0.00525,0,0
S참나물유부초밥,46.5,간식_모두,161.85,3.718,6.1946,21.6346,0.171,34.81,0.8731,173.265,0,17.95666667,0.0638,0.01918,0.2049,1.3440076,0.0780948,0,0
S참외,100,간식_모두,47,1.57,0.29,11.01,1.7,6,0.26,2,0,0.5,0.006,0.08,1.99,0.16743,0.00908,0,0
S참외(50g),50,간식_모두,23.5,0.785,0.145,5.505,0.85,3,0.13,1,0,0.25,0.003,0.04,0.995,0.083715,0.00454,0,0
S참외샐러드,43,간식_모두,48.614,1.1328,3.065,4.8633,1,15.232,0.3109,101.988,0,1.22825,0.03094,0.06612,0.398,0.5441625,0.01320985,0,0
S시금치견과류주먹밥,40,간식_모두,126.278,2.73181,3.1886,21.14314,0.3656,14.777,0.70399,108.363,0,24.08408333,0.071201,0.067317,6,1.19669481,0.06946169,0,0
S새우주먹밥,47,간식_모두,153.013,10.01856,2.56715,20.90364,0.1936,616.117,2.69899,629.023,0,23.07575,0.082096,0.027852,0.151,0.75617981,0.06903049,0,0
S참치주먹밥,52,간식_모두,140.713,7.49356,2.64215,20.34864,0.1936,10.117,1.95899,264.023,0,23.07575,0.063596,0.024852,0.151,0.75617981,0.06903049,0,0
S채소전,65,간식_모두,80.4,2.3607,2.8045,11.3914,1.391,15.46,0.4414,16.03,13.6,25.6,0.03703,0.07287,5.7801,1.1564907,0.1423124,0,7.072
S참치채소전,61,간식_모두,81.25,6.7676,3.8667,4.3145,0.446,15.04,1.6319,141.46,20.4,24.93166667,0.02915,0.08835,19.6497,1.2040529,0.1380382,0,10.608
S도너츠,30,간식_모두,127.8,2.19,7.8,12.18,0,8.4,0.33,108,3.6,0.3,0.027,0.033,0,0,0,0,0
S찹쌀도너츠,30,간식_모두,88.8,1.5,1.59,17.13,0.87,77.4,1.65,104.1,0.3,0.125,0.045,0.012,0,0,0,0,0
S채소스크램블에그,51.3,간식_모두,59.697,4.1498,3.5487,2.3344,0.24,29.211,0.5889,111.44,46.3,23.00266667,0.02921,0.16077,0.524,0.848014,0.0740398,0.084,21.216
S채소찐빵,30,간식_모두,69.3,2.43,1.65,11.19,0,16.2,0.27,122.7,0,0,0.024,0.012,0,0,0,0,0
S청포도,100,간식_모두,48,0.3,0.2,12.6,0,5,0.3,2,0,0.916666667,0.06,0.01,2,0,0,0,0
S충무김밥,26.7,간식_모두,94.234,1.986,0.31618,20.27828,0,5.286,0.5055,182.957,0,18.83516667,0.0695,0.03464,0.93,0.0832425,0.00106814,0,0
S치즈,10,간식_모두,29.8,1.876,2.13,0.617,0,62.6,0.009,92.8,5.7,2.266666667,0.0059,0.017,0.007,0.021826,0.014358,2.211,0
S치즈머핀,30,간식_모두,88.8,2.07,3.42,12.42,0.81,60,0.717,140.1,11.7,0,0.0852,0.0903,0.09,0,0,0,0.9
S치즈빵,30,간식_모두,112.2,2.4,6.57,11.16,0.3,10.5,0.54,125.1,10.2,0.2,0.057,0.078,0.03,0,0,0,0.3
S치즈케이크,30,간식_모두,99.3,1.761,6.396,8.646,0.21,30,0.234,72,39,1.025,0.0108,0.0663,0,0.448002,0.050901,2.964,11.352
S카스텔라,30,간식_모두,89.7,2.073,1.116,17.838,1.41,8.7,0.237,24.3,10.8,6.475,0.0096,0.0606,0,0.175995,0.007179,0,10.818
S카카오올리브케익,41,간식_모두,134.7,3.1332,4.0254,20.4323,0.642,24.92,0.3913,13.09,11.24,0.1775,0.03778,0.06993,0.0972,0.4165455,0.0300929,0.0672,3.536
S케이크,30,간식_모두,97.2,0.87,2.73,18.48,1.11,9.9,0.621,30.3,2.1,0.075,0.015,0.0297,0.15,0,0,0,0.3
S콩두유,200,간식_모두,114,9.68,5.14,7.48,2.2,54,1.24,310,0,0,0.022,0.078,0.04,2.74772,0.4757,0,0
S크랜베리찹쌀케이크,30.5,간식_모두,87.08,2.3307,2.17275,14.24255,0.348,11.67,0.37035,6.81,7.38,0.11,0.03238,0.03333,0.3974,0.6536072,0.0041516,0.0504,2.1216
S크로와상,60,간식_모두,268.8,4.74,16.08,26.34,1.08,12.6,0.36,282,0,3.3,0.048,0.018,0,1.74,0.132,0,0
S크로와상(30g),30,간식_모두,134.4,2.37,8.04,13.17,0.54,6.3,0.18,141,0,1.65,0.024,0.009,0,0.87,0.066,0,0
S크로와상샌드위치,70,간식_모두,184.35,4.512,11.594,15.4885,1.29,47.75,0.7485,266.7,64.45,6.175,0.17205,0.0996,2.242,0.0204685,0.0081805,2.0055,0.6
S키위,50,간식_모두,32,0.4,0.5,7.4,0,15,0.5,1,0,1.041666667,0.065,0.015,36,0,0,0,0
S키위(100g),100,간식_모두,64,0.8,1,14.8,0,30,1,2,0,2.083333333,0.13,0.03,72,0,0,0,0
S토마토(100g),100,간식_모두,19,1.03,0.18,4.26,2.6,9,0.19,2,0,31.66666667,0.013,0.037,14.16,0.09146,0.00661,0,0
S토마토,200,간식_모두,38,2.06,0.36,8.52,5.2,18,0.38,4,0,63.33333333,0.026,0.074,28.32,0.18292,0.01322,0,0
S토마토쉐이크,168,간식_모두,74.64,1.8332,0.2121,17.7205,3.232,32.87,0.2387,10.87,0,34.83333333,0.02537,0.10399,15.9212,0.1019199,0.007385,0,0
S토마토스크램블에그,118.3,간식_모두,95.847,4.9053,5.7834,6.1526,1.47,39.911,0.8264,115.44,49.05,41.661,0.04206,0.22612,8.0775,1.904506,0.2100374,0.126,21.216
S토마토주스,100,간식_모두,41,0.4,0.02,10.92,1.3,4,0.11,27,0,7.5,0,0.015,11.32,0.01039,0,0,0
S식빵토스트,30,간식_모두,83.7,2.703,1.473,14.904,1.11,7.8,0.18,154.8,0,0.425,0.0507,0.0978,0,0.163533,0.013722,0.813,0
S토스트,30,간식_모두,83.7,2.703,1.473,14.904,1.11,7.8,0.18,154.8,0,0.425,0.0507,0.0978,0,0.163533,0.013722,0.813,0
S파프리카스틱,40,간식_모두,10.4,0.364,0.052,2.568,0.64,2.4,0.148,0,0,11.26666667,0.0056,0.0592,36.7,0.02084,0.011724,0,0
S파프리카유부초밥,59.2,간식_모두,159.665,4.7906,4.96137,22.95452,0.306,48.49,1.06255,173.69,0,19.57,0.06876,0.02511,5.1962,0.1077484,0.01471756,0,0
S포도,100,간식_모두,60,0.66,0.04,15.1,1.1,3,0.11,2,0,3.25,0.063,0.051,0.12,0.01083,0.00534,0,0
S포도주스,100,간식_모두,51,0.23,0.01,14.03,0,15,0.24,8,0,1,0.005,0.287,0,0.00153,0.00054,0,0
S프렌치토스트,145,간식_모두,200.35,7.0565,9.632,20.8655,1.11,126.8,0.4115,204.4,94.7,0.520833333,0.0795,0.309,0.79,0.4229115,0.032492,1.653,7.072
S피자빵,60,간식_모두,139.8,6.78,4.38,18.24,0,78,1.38,349.8,0,0,0.162,0.132,1.2,0,0,0,0
S미니핫도그,35,간식_모두,93.45,2.8315,3.6925,12.2395,1.05,33.25,0.2975,158.9,4.2,0.291666667,0.0238,0.04025,0.693,0.5082945,0.0393085,0,2.681
S핫도그,70,간식_모두,186.9,5.663,7.385,24.479,2.1,66.5,0.595,317.8,8.4,0.583333333,0.0476,0.0805,1.386,1.016589,0.078617,0,5.362
S호두두부쉐이크,130,간식_모두,144.55,7.0855,8.108,11.318,1.495,120.25,0.787,29.4,44,0.108333333,0.03195,0.245,0.632,3.085825,0.7341775,0.672,0
S호두우유,205,간식_모두,163.55,6.96,10.06,11.585,0,229.95,0.265,74.35,110,0.095833333,0.0515,0.3385,1.58,0.14756,0.0152,1.68,0
S후리가케주먹밥,45,간식_모두,118.7,2.0747,1.3464,23.6387,0.313,9.38,0.417,953.05,0,14.70666667,0.07481,0.07367,1.4606,0.5172224,0.0664463,0,0
S가래떡구이,40,간식_모두,85.2,1.484,0.148,19.52,0.28,4,0.056,104.4,0,0,0.0028,0.0052,0,0.04882,0.001852,0,0
S흑임자떡,40,간식_모두,82,1.4,0,19.12,0,3.2,0.52,90.4,0,0.466666667,0.02,0.008,0,0,0,0,0
S과일샐러드(요거트드레싱),60,간식_모두,36,1.684,1.168,5,0.84,46.4,0.049,13.9,17.7,1.166666667,0.0173,0.0493,4.978,0.026384,0.004049,0,0
S채소주먹밥,46.5,간식_모두,107.67,2.1093,3.10725,17.6641,0.422,11.43,0.61065,221.775,0,62.3175,0.069715,0.06342,2.62795,1.34717185,0.0803504,0,0
S김가루주먹밥,29.5,간식_모두,111.98,2.1976,2.11735,20.5671,0.002,7.79,0.62595,220.355,0,28.22666667,0.075825,0.0521,1.41135,0.83243065,0.0106814,0,0
S블루베리고구마샐러드,91,간식_모두,103.39,1.3595,0.8985,22.66,1.8,37.11,0.282,12.56,13.75,1.658333333,0.0403,0.07375,3.7575,0.0444725,0.00712,0.21,0
S쑥버무리,39.5,간식_모두,61.99,1.8568,0.19,13.2824,1.685,29.15,2.0866,168.995,0,86.52083333,0.0205,0.10926,1.6527,0.0662233,0.0497996,0,0
S참치가지볶음밥,76.5,간식_모두,143.695,6.708,2.34425,22.8533,1.077,11.855,1.69795,246.05,0,25.01125,0.08032,0.05698,1.2814,0.72502535,0.06907335,0,0
S치즈주먹밥,52.1,간식_모두,138.232,3.6358,3.73865,21.4011,0.24,67.596,0.45225,264.511,5.7,26.12808333,0.07011,0.02672,8.552,0.74222125,0.08304815,2.211,0
S새우살볶음밥,62.2,간식_모두,140.924,5.9042,3.02648,21.19358,0.171,20.496,0.9591,150.672,10.88,23.10183333,0.06737,0.09374,0.851,1.1894887,0.13455274,0,5.6576
S김치볶음밥,44.3,간식_모두,106.901,1.8344,1.32548,20.93348,0.144,10.187,0.4624,26.398,0,16.24616667,0.06917,0.01435,1.187,0.5935231,0.06691074,0,0
S새우채소볶음밥,55.8,간식_모두,122.336,4.96695,1.44448,21.24673,0.2725,16.657,0.8187,139.888,0,23.10116667,0.06298,0.05717,0.8743,0.59582265,0.06708794,0,0
S치즈꼬마김밥,53.3,간식_모두,149.127,4.48696,4.29511,22.32733,0.2741,82.114,0.59629,247.696,5.7,44.09358333,0.079745,0.064982,2.009,0.96792055,0.08650101,2.211,0
S감자된장죽,42.2,간식_모두,113.734,2.0388,1.37358,22.32808,0.508,4.406,0.4537,45.732,0,0.094333333,0.07238,0.01826,1.6885,0.5378756,0.01252654,0,0
S아욱된장죽,42.2,간식_모두,109.234,2.1993,1.41408,21.21208,0.778,43.106,0.4522,51.132,0,48.84433333,0.08903,0.08741,6.2935,0.5417501,0.03776254,0,0
S아욱죽,42.2,간식_모두,108.134,2.0992,1.34168,21.19228,0.679,42.526,0.4334,69.022,0,48.84433333,0.0838,0.08194,6.2142,0.5046413,0.03192084,0,0
S가지두부죽,51.4,간식_모두,114.304,2.7315,1.76258,20.90568,0.695,11.146,0.5394,69.486,0,0.744333333,0.06595,0.04819,0,0.738034,0.04516584,0,0
S가지죽,41.4,간식_모두,104.604,1.7695,1.29958,20.53068,0.405,4.746,0.3854,69.386,0,0.744333333,0.06275,0.03029,0,0.499455,0.00640884,0,0
S감자찹쌀죽,41.4,간식_모두,113.204,2.0015,1.30108,22.37868,0.405,3.396,0.5234,69.036,0,0.061,0.0575,0.01589,1.5765,0.5007555,0.00668484,0,0
S감자치즈죽,40.2,간식_모두,97.55,2.5195,1.151,18.4705,0.405,34.13,0.3519,115.344,2.85,1.2,0.05795,0.01655,1.58,0.0122135,0.007455,1.1055,0
S검은깨죽,36.2,간식_모두,151.14,3.8935,4.9532,22.7845,2.464,127.89,0.9634,69.194,0,0.459166667,0.13186,0.04339,0,2.1813957,0.0211673,0,0
S흑임자죽,36.2,간식_모두,150.04,3.9408,4.753,22.8912,2.123,146.59,0.9106,69.304,0,0.330833333,0.07103,0.24711,0,2.0160008,0.0213587,0,0
S검정콩두유죽,65,간식_모두,153.05,6.788,2.766,24.33,2.08,26.75,1.154,42.6,0,0.583333333,0.0863,0.0852,0.672,0.826217,0.135539,0,0
S검은콩죽,35.7,간식_모두,136.639,5.468,2.18397,22.92148,2.08,21.925,0.95275,74.23,0,0.587916667,0.0743,0.07355,0.672,1.03432325,0.13820935,0,0
S크래미게살죽,51.2,간식_모두,122.354,3.2885,1.31858,23.35218,0.24,36.916,0.49,122.292,0,23.086,0.0656,0.02749,0.445,0.504476,0.00685184,0,0
S게맛살죽 ,51.2,간식_모두,122.354,3.2885,1.31858,23.35218,0.24,36.916,0.49,122.292,0,23.086,0.0656,0.02749,0.445,0.504476,0.00685184,0,0
S게살죽,53.4,간식_모두,115.584,3.9725,1.39758,20.71118,0.24,22.796,0.4954,107.026,0,23.09933333,0.093,0.09579,0.665,0.504926,0.00700184,15,7.5
S게살채소스프,73,간식_모두,100.43,7.4127,4.8532,5.9488,0.46,43.63,0.7514,89.1,56.46,23.0575,0.0788,0.26148,0.7475,0.4077972,0.0149115,20,31.216
S게살치즈죽,55.5,간식_모두,123.485,4.8865,1.76145,20.8847,0.24,53.215,0.46725,85.78,2.85,24.21291667,0.09555,0.103,0.4485,0.22449025,0.01044235,16.1055,7.5
S견과죽,31.2,간식_모두,128.82,2.7673,3.7585,20.7153,0.636,15.3,0.5429,69.464,0,0.190833333,0.05978,0.05984,0,1.6313571,0.3445674,0,0
S고구마두부죽,45.2,간식_모두,105.4,2.3935,0.5595,21.8535,0.695,10.13,0.4819,69.944,0,0.466666667,0.05895,0.02595,1.068,0.244936,0.0395805,0,0
S치즈고구마죽,60,간식_모두,121.65,3.0095,1.839,22.38,0.3,58.45,0.3525,56.4,13.85,12.4,0.06605,0.05,2.335,0.040024,0.010376,1.2735,0
S고구마스프,90.3,간식_모두,123.147,2.3948,5.8426,14.8598,0.845,63.011,0.1929,87.49,53.6,0.656833333,0.03516,0.09122,2.4155,0.150525,0.0154545,0.42,0
S고구마죽,36.4,간식_모두,106.704,1.4315,1.29158,21.48018,0.405,4.246,0.3489,70.036,0,0.477666667,0.05575,0.00889,1.068,0.505812,0.00723234,0,0
S고구마청경채죽,46.4,간식_모두,107.704,1.5725,1.30058,21.64418,0.525,12.946,0.3869,71.736,0,6.752666667,0.06255,0.01319,2.919,0.506405,0.01144034,0,0
S고구마타락죽,85.2,간식_모두,128.2,2.9715,1.7565,24.2435,0.405,60.23,0.3529,87.844,27.5,0.466666667,0.06625,0.08905,1.463,0.043247,0.0046235,0.42,0
S근대죽,51.4,간식_모두,107.354,1.9655,1.33358,21.05418,0.645,11.646,0.4499,96.636,0,61.161,0.0752,0.02569,1.165,0.509846,0.01977134,0,0
S근대된장죽,52.2,간식_모두,108.834,2.1053,1.40408,21.14908,0.703,11.906,0.4677,71.682,0,39.30266667,0.08113,0.03496,1.2815,0.5435926,0.02740554,0,0
S김가루찹쌀죽,42.4,간식_모두,96.394,2.1025,1.33458,18.70018,0.51,7.546,0.5594,72.466,0,35.1885,0.0545,0.05339,3.066,0.505343,0.00703584,0,0
S김가루채소죽,47.4,간식_모두,96.094,2.056,1.33908,18.71718,0.62,8.596,0.4809,72.966,0,36.34683333,0.0654,0.05139,3.2215,0.5061205,0.00922334,0,0
S김치누룽지죽,40,간식_모두,94.5,1.81,0.13,20.535,0,11.35,0.445,36.8,0,3.595833333,0.071,0.014,1.05,0,0,0,0
S김치죽,41.4,간식_모두,105.504,1.81,1.32508,20.53668,0,11.946,0.4664,104.186,0,3.606833333,0.071,0.01484,1.05,0.499455,0.00640884,0,0
S김치치즈죽,45.2,간식_모두,109.4,2.748,1.195,20.8435,0,42.73,0.4499,150.394,2.85,4.729166667,0.07395,0.0225,1.0535,0.010913,0.007179,1.1055,0
S깨죽,36.2,간식_모두,151.14,3.8935,4.9532,22.7845,2.464,127.89,0.9634,69.194,0,0.459166667,0.13186,0.04339,0,2.1813957,0.0211673,0,0
S녹두죽,36.4,간식_모두,136.954,4.051,1.44708,25.89168,2.24,12.346,0.7574,69.486,0,2.119333333,0.0731,0.04164,0.529,0.555924,0.03289684,0,0
S누룽지죽,25,간식_모두,90.75,1.6,0.1,19.875,0,1.75,0.325,2,0,0.083333333,0.0575,0.005,0,0,0,0,0
S누룽지치즈죽,30.2,간식_모두,105.65,2.538,1.165,20.1835,0,33.13,0.3299,115.594,2.85,1.216666667,0.06045,0.0135,0.0035,0.010913,0.007179,1.1055,0
S늙은호박죽,40.2,간식_모두,97.25,1.862,0.109,21.408,0.21,3.48,0.4754,68.694,0,4.95,0.05255,0.0194,0.2055,0.0019755,0.002802,0,0
S다시마흰살생선죽,46.2,간식_모두,113.304,4.04,1.38008,20.10168,0,14.616,0.496,37.442,1.35,3.319333333,0.074,0.02284,0.7,0.499455,0.00640884,0,0
S단팥죽,47.2,간식_모두,165.99,7.683,0.4592,32.2362,5.37,19.96,1.848,68.264,0,0,0.1884,0.09378,1.371,0.093135,0.043281,0,0
S단호박죽,47.2,간식_모두,81.39,1.467,0.2552,18.3732,1.5,4.36,0.441,67.664,0,91.75,0.03,0.06468,3.639,0.05346,0.024294,0,0
S달걀당근죽,51.4,간식_모두,130.504,4.139,2.77558,20.91018,0.155,13.946,0.7204,96.736,27.2,23.07766667,0.07495,0.10274,0.151,0.722504,0.01164384,0,14.144
S달걀죽,58.2,간식_모두,133.364,4.2395,2.77808,21.57658,0.291,14.556,0.7447,29.202,27.2,14.56433333,0.0782,0.10504,0.6756,0.7220922,0.01288234,0,14.144
S달걀채소죽,57.4,간식_모두,132.144,4.1985,2.77958,21.31118,0.24,14.946,0.7404,97.056,27.2,23.09266667,0.0769,0.10369,0.555,0.723374,0.01169184,0,14.144
S닭가슴살옥수수죽,45.2,간식_모두,107.65,5.414,0.496,19.541,0.49,3.53,0.5264,77.494,7.05,0.091666667,0.1244,0.0444,0.543,0.092099,0.00256,0,0
S닭가슴살채소죽,53.4,간식_모두,123.414,5.3515,1.51408,20.90958,0.291,5.886,0.5501,78.896,7.05,14.56433333,0.0926,0.04274,0.6756,0.5031942,0.00804234,0,0
S닭고기흑임자죽,48.2,간식_모두,151.92,6.868,3.8396,22.006,1.792,95.16,0.9544,77.894,7.05,0.356666667,0.14158,0.06442,0,1.5864696,0.0153944,0,0
S닭살가지죽,51.4,간식_모두,120.904,5.313,1.50808,20.32768,0.27,5.596,0.5374,78.086,7.05,0.527666667,0.091,0.05364,0,0.499455,0.00640884,0,0
S닭살배추죽,51.4,간식_모두,120.204,5.31,1.50508,20.16168,0,6.896,0.5614,79.586,7.05,0.136,0.1075,0.04034,1,0.499455,0.00640884,0,0
S닭살양배추죽,51.4,간식_모두,122.304,5.368,1.51308,20.68368,0.27,8.496,0.5384,78.886,7.05,0.202666667,0.091,0.04064,1.956,0.50101,0.00944684,0,0
S닭죽,41.6,간식_모두,118.05,5.05956,1.44082,19.92998,0.0066,2.962,0.39004,76.14,1.5,0.094333333,0.088186,0.014492,0.02372,0.52483446,0.00746784,0,0
S당근스프,90.3,간식_모두,98.947,2.4038,5.8556,8.8628,1.065,65.711,0.1669,92.69,53.6,138.0068333,0.02976,0.10332,1.3095,0.165215,0.0166305,0.42,0
S당근죽,41.4,간식_모두,106.404,1.753,1.31458,20.93118,0.465,5.946,0.3884,72.836,0,69.04433333,0.06305,0.01514,0.453,0.511908,0.00759384,0,0
S당근치즈스프,90.3,간식_모두,112.097,3.2873,6.9096,8.8023,0.84,95.361,0.1534,136.94,56.45,93.18183333,0.03076,0.10617,1.305,0.168696,0.0230675,1.5255,0
S당근치즈죽,45.2,간식_모두,110.3,2.691,1.1845,21.238,0.465,36.73,0.3719,119.044,2.85,70.16666667,0.066,0.0228,0.4565,0.023366,0.008364,1.1055,0
S당근타락죽,100.2,간식_모두,130.6,3.388,1.7835,24.3625,0.635,63.43,0.4124,90.944,27.5,69.05,0.07705,0.0964,1.436,0.051083,0.005081,0.42,0
S대두콩죽,35.2,간식_모두,131.65,5.221,1.571,23.174,2.56,27.83,0.9914,69.394,0,0.175,0.1128,0.0434,0.327,0.751867,0.121183,0,0
S대추우유죽,80.2,간식_모두,137.05,3.3265,1.7725,26.2685,0.475,60.28,0.3879,87.294,27.5,0.258333333,0.075,0.12675,1.3345,0.0388715,0.0048225,0.42,0
S대추우유스프,75.2,간식_모두,105.8,2.368,5.829,10.984,0.78,61.68,0.1209,86.144,53.6,0.2875,0.02905,0.12635,1.931,0.1440305,0.015379,0.42,0
S동태살죽,43.2,간식_모두,113.824,4.0342,1.37218,20.12828,0.004,9.926,0.3879,95.142,1.35,0.101,0.07335,0.01964,0.1427,0.4994663,0.00640884,0,0
S돼지고기채소죽,56.4,간식_모두,133.654,4.719,2.99558,20.81918,0.35,5.946,0.4794,78.036,1.05,24.211,0.1623,0.02729,0.7685,0.7495315,0.01954984,0,0.1755
S된장취나물죽,44.2,간식_모두,116.814,3.2887,1.49808,21.77568,0.72,64.936,1.5597,96.452,0,28.86933333,0.07605,0.08579,1.929,0.5149384,0.03417814,6.0204,20.804
S두부들깨죽,56.2,간식_모두,169.85,6.1188,5.3974,24.0836,3,57.34,1.5748,69.004,0,0.3525,0.09373,0.13029,0,1.0461572,2.8002857,0,0
S들깨누룽지죽,36.2,간식_모두,149.05,4.0948,4.4714,23.0936,2.42,44.84,1.1768,69.304,0,0.385833333,0.09633,0.08849,0,0.5689992,2.7227717,0,0
S멸치죽,31.2,간식_모두,113.054,3.747,1.52458,19.89268,0,33.266,0.3915,134.492,0,0.094333333,0.0586,0.01064,0,0.501673,0.00874484,29.946,92.6985
S멸치채소죽,41.2,간식_모두,115.954,3.8455,1.53308,20.57818,0.24,35.216,0.4155,135.792,0,23.086,0.0622,0.01429,0.445,0.506694,0.00918784,29.946,92.6985
S명란죽,41.2,간식_모두,120.504,4.675,1.74508,20.28168,0,6.466,0.526,531.842,9.9,0.094333333,0.1295,0.08384,0,0.499455,0.00640884,0,0
S미역죽,42.2,간식_모두,105.284,2.0872,1.34018,20.81128,0.004,24.826,0.5129,154.972,0,23.71933333,0.06715,0.02974,2.2827,0.4994663,0.00640884,0,0
