Morning Snack1,Morning Snack2,Lunch1,Lunch2,Lunch3,Lunch4,Lunch5,Afternoon Snack1,Afternoon Snack2,Dinner1,Dinner2,Dinner3,Dinner4,Dinner5
S귤,,삼색나물비빔밥,부추달걀국,오징어링튀김,유자청두부샐러드,배추김치,S시금치견과류주먹밥,S우유(150ml),잡곡밥,온도토리묵국,닭가슴살버터구이,고사리나물,배추김치
S게살죽,,검정콩밥,버섯맑은국,쇠불고기,무생채,배추김치,S볶음우동,S떠먹는요구르트(100ml),백미밥,닭가슴살미역국,두부간장조림,잔멸치볶음,깍두기
S단감,,보리밥,두부찌개,돼지고기우엉잡채,매생이전,배추김치,S찐빵,S우유(150ml),검정콩밥,호박잎된장국,쇠고기버섯볶음,숙주나물,배추김치
S우유(200ml),,깍두기치즈볶음밥,미소장국,양념꼬치어묵,우엉조림,깍두기,S프렌치토스트,S포도주스,보리밥,매생이떡국,돼지고기데리야끼소스볶음,무초절임,배추김치
S쇠고기채소죽,,기장밥,건새우아욱국,돼지고기양파볶음,상추초무침,깍두기,S단감,S우유(150ml),잡곡밥,감잣국,참치김치볶음,단호박전,깍두기
S우유(200ml),,곤드레나물밥+양념장,들깨뭇국,군만두,배추김치,,S잔치국수,,기장밥,쇠고깃국,연두부+흑임자소스,아욱무침,깍두기
S미역죽,,차조밥,오징엇국,쇠고기당면볶음,배추나물,깍두기,S블루베리,S떠먹는요구르트(100ml),백미밥,만둣국,치즈닭갈비,고사리들깨나물,배추김치
S오트밀죽,,흑미밥,순두부백탕,새우채소볶음,깻잎나물,배추김치,S고구마맛탕,S우유(150ml),차조밥,배추된장국,오징어볶음,콩나물무침,깍두기
S흑임자죽,,짜장밥,달걀국,레몬소스탕수육,오이초절임,배추김치,S귤,S떠먹는요구르트(100ml),흑미밥,애호박새우젓국찌개,마파두부,깻잎들깨볶음,깍두기
S잣죽,,수수밥,갈비탕,잔멸치볶음,부추무침,깍두기,S잼샌드위치,S우유(150ml),백미밥,크림스프,생선까스+타르타르소스,무생채,배추김치
S부추닭죽,,기장밥,유부장국,삼치카레구이,오이토마토샐러드(발사믹드레싱),배추김치,S사과,S우유(150ml),수수밥,안매운부대찌개,두부간장조림,건파래무침,깍두기
S우유(200ml),,게살볶음밥,미역국,돼지고기장조림,도라지배무침,배추김치,S단팥빵,S오미자차,백미밥,북엇국,찜닭,숙주나물,배추김치
S시금치된장죽,,기장밥,안매운김칫국,두부스테이크,맛살콩나물무침,깍두기,S귤,S우유(150ml),수수밥,쇠고깃국,달걀장조림,배추겉절이,깍두기
S감자우유죽,,잡곡밥,된장찌개,돼지고기수육,양배추찜+쌈장,배추김치,S비빔국수,,기장밥,콩나물국,쇠고기우엉볶음,부추무침,깍두기
S두부부추죽,,시래기영양밥+양념장,무챗국,닭강정,김구이,배추김치,S단감,S떠먹는요구르트(100ml),잡곡밥,팽이버섯달걀탕,돼지고기청경채볶음,양상추샐러드(참깨드레싱),배추김치
S게살죽,,백미밥,떡국,돈육어묵볶음,시금치나물,깍두기,S단호박샐러드,S우유(150ml),흑미밥,시래기들깻국,해물완자전,실곤약채소무침,배추김치
S당근죽,,찹쌀현미밥,쇠고기미역국,베이컨달걀찜,무생채,배추김치,S배,S우유(150ml),백미밥,시금치된장국,고등어구이,연근튀김,깍두기
S우유(200ml),,오므라이스,미소된장국,새우살크림소스볶음,양파초절임,깍두기,S약식,S둥글레차,찹쌀현미밥,버섯찌개,쇠고기당면볶음,무나물,배추김치
S시금치된장죽,,기장밥,새우살두부국,돼지고기단호박조림,감자채볶음,배추김치,S키위,S떠먹는요구르트(100ml),백미밥,닭곰탕,참치파프리카볶음,도토리묵김무침,배추김치
S새우채소죽,,백미밥,매생이수제비국,연두부+양념장,시금치나물,배추김치,S찐고구마,S우유(150ml),기장밥,안매운육개장,새우버터구이,감자조림,깍두기
S애호박두부죽,,백미밥,함박스테이크,푸실리샐러드(토마토소스),오이초절임,깍두기,S견과류,S떠먹는요구르트(100ml),흑미밥,북어뭇국,가자미간장조림,시래기나물,배추김치
S연근채소죽,,잡곡밥,청국장찌개,순살가자미찜,미니새송이볶음,배추김치,S삶은달걀,S우유(150ml),백미밥,어묵국,떡갈비채소볶음,콩나물무침,깍두기
S전복죽,,차조밥,쇠고깃국,메추리알장조림,깻잎들깨나물,배추김치,S바나나,S우유(150ml),흑미밥,감자호박국,닭가슴살삼색파프리카볶음,오이사과무침,배추김치
S우유(200ml),,백미밥(추가),미트볼스파게티,과일샐러드,무초절임,배추김치,S방울토마토,S치즈,잡곡밥,배추된장국,돼지고기피망볶음,시금치나물,깍두기
S대구채소죽,,기장밥,아욱된장국,오리불고기,참나물겉절이,배추김치,S사과,S우유(150ml),백미밥,맑은꽃게탕,너비아니구이,감자당근채볶음,배추김치
S쇠고기채소죽,,잡곡밥,콩비지찌개,채소달걀말이,우엉채조림,배추김치,S증편,S우유(150ml),참나물유부초밥,미니우동,돼지고기버섯볶음,배추김치,
S땅콩죽,,삼색나물비빔밥,미역국,완자케첩조림,유자청두부샐러드,배추김치,S귤,S우유(150ml),잡곡밥,온도토리묵국,닭가슴살데리야끼조림,고구마줄기볶음,배추김치
S단호박죽,,검정콩밥,버섯맑은국,쇠불고기,무생채,배추김치,S볶음우동,S우유(150ml),백미밥,조갯살된장찌개,두부구이+양념장,잔멸치볶음,깍두기
S참치채소죽,,보리밥,배추된장국,오징어굴소스볶음,매생이전,배추김치,S감말랭이,S떠먹는요구르트(100ml),수수밥,어묵국,쇠고기장조림,미니새송이버섯볶음,배추김치
S우유(150ml),,깍두기치즈볶음밥,콩나물국,표고버섯볶음,S미니핫도그,백김치,S프렌치토스트,S포도주스,백미밥,매생이국,단호박오징어찜,콘샐러드(올리브유드레싱),배추김치
S단감,,기장밥,건새우아욱국,돼지고기양파볶음,상추초무침,깍두기,S꿀떡,,잡곡밥,감잣국,참치김치볶음,단호박전,깍두기
S우유(200ml),,곤드레나물밥+양념장,들깨뭇국,군만두,배추김치,,S잔치국수,,기장밥,쇠고깃국,연두부+흑임자소스,아욱무침,깍두기
S블루베리,S떠먹는요구르트(100ml),차조밥,오징엇국,쇠고기당면볶음,배추나물,깍두기,S롤빵,S유자차,백미밥,만둣국,치즈닭갈비,고사리들깨나물,배추김치
S오트밀죽,,흑미밥,순두부백탕,새우채소볶음,깻잎나물,배추김치,S고구마맛탕,S우유(150ml),차조밥,배추된장국,오징어볶음,콩나물무침,깍두기
S귤,S떠먹는요구르트(100ml),짜장밥,달걀국,레몬소스탕수육,오이초절임,배추김치,S쇠고기파프리카볶음밥,,흑미밥,애호박새우젓국찌개,마파두부,깻잎들깨볶음,깍두기
S잣죽,,수수밥,갈비탕,잔멸치볶음,부추무침,깍두기,S잼샌드위치,S우유(150ml),백미밥,크림스프,생선까스+타르타르소스,무생채,배추김치
S사과,,기장밥,유부장국,삼치카레구이,오이토마토샐러드(발사믹드레싱),배추김치,S바람떡,S우유(150ml),수수밥,안매운부대찌개,두부간장조림,건파래무침,깍두기
S우유(200ml),,게살볶음밥,미역국,돼지고기장조림,도라지배무침,배추김치,S단팥빵,,백미밥,북엇국,찜닭,숙주나물,배추김치
S귤,,기장밥,안매운김칫국,두부스테이크,맛살콩나물무침,깍두기,S절편,S우유(150ml),수수밥,쇠고깃국,달걀장조림,배추겉절이,깍두기
S감자우유죽,,잡곡밥,된장찌개,돼지고기수육,양배추찜+쌈장,배추김치,S비빔국수,,기장밥,콩나물국,쇠고기우엉볶음,부추무침,깍두기
S단감,S떠먹는요구르트(100ml),시래기영양밥+양념장,무챗국,닭강정,김구이,배추김치,S참나물유부초밥,,잡곡밥,팽이버섯달걀탕,돼지고기청경채볶음,양상추샐러드(참깨드레싱),배추김치
S게살죽,,백미밥,떡국,돈육어묵볶음,시금치나물,깍두기,S단호박샐러드,S우유(150ml),흑미밥,시래기들깻국,해물완자전,실곤약채소무침,배추김치
S배,,찹쌀현미밥,쇠고기미역국,베이컨달걀찜,무생채,배추김치,S소보로빵,S우유(150ml),백미밥,시금치된장국,고등어구이,연근튀김,깍두기
S우유(200ml),,오므라이스,미소된장국,새우살크림소스볶음,양파초절임,깍두기,S약식,S둥글레차,찹쌀현미밥,버섯찌개,쇠고기당면볶음,무나물,배추김치
S키위,S떠먹는요구르트(100ml),기장밥,새우살두부국,돼지고기단호박조림,감자채볶음,배추김치,S궁중떡볶이,,백미밥,닭곰탕,참치파프리카볶음,도토리묵김무침,배추김치
S새우채소죽,,백미밥,매생이수제비국,연두부+양념장,시금치나물,배추김치,S찐고구마,S우유(150ml),기장밥,안매운육개장,새우버터구이,감자조림,깍두기
S견과류,S떠먹는요구르트(100ml),백미밥,함박스테이크,푸실리샐러드(토마토소스),오이초절임,깍두기,S치즈빵,,흑미밥,북어뭇국,가자미간장조림,시래기나물,배추김치
S흑임자죽,,잡곡밥,청국장찌개,순살가자미찜,미니새송이볶음,배추김치,S삶은달걀,S우유(150ml),백미밥,어묵국,떡갈비채소볶음,콩나물무침,깍두기
S바나나,S우유(150ml),차조밥,쇠고깃국,메추리알장조림,깻잎들깨나물,배추김치,S송편,S매실차,흑미밥,감자호박국,닭가슴살삼색파프리카볶음,오이사과무침,배추김치
S우유(200ml),,백미밥(추가),미트볼스파게티,과일샐러드,무초절임,배추김치,S방울토마토,S치즈,잡곡밥,배추된장국,돼지고기피망볶음,시금치나물,깍두기
S사과,,기장밥,아욱된장국,오리불고기,참나물겉절이,배추김치,S핫케이크,S우유(150ml),백미밥,맑은꽃게탕,너비아니구이,감자당근채볶음,배추김치
S쇠고기채소죽,,잡곡밥,콩비지찌개,채소달걀말이,우엉채조림,배추김치,S증편,S우유(150ml),참나물유부초밥,미니우동,돼지고기버섯볶음,배추김치,
S귤,,삼색나물비빔밥,미역국,완자케첩조림,유자청두부샐러드,배추김치,S시금치견과류주먹밥,S우유(150ml),잡곡밥,온도토리묵국,닭가슴살데리야끼조림,고구마줄기볶음,배추김치
S단호박죽,,검정콩밥,버섯맑은국,쇠불고기,무생채,배추김치,S볶음우동,S우유(150ml),백미밥,조갯살된장찌개,두부구이+양념장,잔멸치볶음,깍두기
S감말랭이,S떠먹는요구르트(100ml),보리밥,배추된장국,오징어굴소스볶음,매생이전,배추김치,S찐빵,,수수밥,어묵국,쇠고기장조림,미니새송이버섯볶음,배추김치
S우유(150ml),,깍두기치즈볶음밥,콩나물국,표고버섯볶음,S미니핫도그,백김치,S프렌치토스트,S포도주스,백미밥,매생이국,단호박오징어찜,콘샐러드(올리브유드레싱),배추김치
S수제블루베리우유,,흑미밥,애호박된장국,돼지고기찹스테이크,파래전,배추김치,S잼샌드위치,,백미밥,만둣국,두부양념조림,콩나물무침,배추김치
S쇠고기죽,,수수밥,맑은동태찌개,스크램블에그,브로콜리숙회+흑임자소스,배추김치,S삶은달걀,S우유(150ml),흑미밥,건새우된장국,닭가슴살버터구이,애호박나물,배추김치
S귤,S치즈,오징어덮밥,유부장국,마카로니채소샐러드(토마토소스),양파초절임,배추김치,S씨앗호떡,S떠먹는요구르트(100ml),수수밥,부추달걀국,쇠고기브로콜리볶음,무생채,배추김치
S타락죽,,흑미밥,북엇국,돼지갈비찜,곤드레나물,깍두기,S안매운김치볶음밥,,백미밥,오징어무국,채소달걀말이,땅콩연근조림,배추김치
S사과,S떠먹는요구르트(100ml),검정콩밥,버섯찌개,쇠고기양배추볶음,멸치땅콩볶음,깍두기,S송편,,흑미밥,북엇국,떡갈비구이,얼갈이나물,깍두기
S우유(200ml),,돼지고기굴소스볶음밥,건홍합맑은국,단호박샐러드,비트무초절임,배추김치,S간장비빔국수,,백미밥,쇠고기뭇국,새우살볶음,탕평채,깍두기
S견과류,S떠먹는요구르트(100ml),기장밥,떡국,채소달걀찜,애호박나물,배추김치,S시루떡,S오미자차,백미밥,청국장찌개,쇠고기산적,고사리들깨나물,배추김치
S새우죽,,백미밥,아욱된장국,마파두부,물미역무초무침,배추김치,S치즈꼬마김밥,,기장밥,감잣국,브로콜리새우볶음,애호박전,배추김치
S오렌지,,쇠고기파인애플볶음밥,어묵국,푸실리샐러드(토마토소스),배추김치,S두유(150ml),S단호박꿀찜,S우유(150ml),흑미밥,콩나물국,삼치카레구이,양배추샐러드(사우전아일랜드드레싱),깍두기
S시금치죽,,차조밥,청경채된장국,연어구이,명엽채볶음,깍두기,S치즈스틱,S떠먹는요구르트(100ml),백미밥,양배추된장국,쇠불고기,건파래무침,깍두기
S수제바나나우유,,찹쌀현미밥,들깨미역국,닭가슴살칠리소스볶음,알감자조림,배추김치,S피자빵,S매실차,차조밥,안매운닭개장,새우까스+타르타르소스,버섯채소볶음,배추김치
S우유(150ml),,백미밥(추가),잔치국수,완자전,배추김치,S사과,S과일샐러드(요거트드레싱),,백미밥,홍합살맑은국,메추리알장조림,상추겉절이,깍두기
S귤,S떠먹는요구르트(100ml),잡곡밥,콩비지찌개,명태조림,오이무침,배추김치,S채소찐빵,S두유(150ml),백미밥,배추된장국,두부구이+양념장,우엉잡채,깍두기
S닭죽,,찹쌀현미밥,호박고지들깨탕,오징어간장조림,호두강정,배추김치,S찐고구마,S우유(100ml),잡곡밥,두부맑은국,깻잎참치전,우엉채조림,깍두기
S방울토마토,S치즈,훈제오리볶음밥,미소된장국,어묵볶음,배추김치,S오렌지,S크로와상,S우유(150ml),찹쌀현미밥,무들깻국,돼지고기채소볶음,호박고지나물,배추김치
S팥죽,,잡곡밥,굴국,쇠고기찹쌀구이,무생채,배추김치,S오이당근스틱,S떠먹는요구르트(100ml),백미밥,숙주맑은국,오리불고기,미니새송이버섯볶음,배추김치
S배,,흑미밥,시래기된장국,닭가슴살데리야끼구이,매생이전,배추김치,S절편,S우유(150ml),백미밥,쇠고기뭇국,매생이전,콩나물무침,배추김치
S우유(200ml),,쇠고기채소볶음밥,배추맑은국,두부스테이크,양상추샐러드(오리엔탈드레싱),깍두기,S찐만두,,흑미밥,매생이떡국,돼지고기연근조림,숙주나물김무침,배추김치
S청포도,S떠먹는요구르트(100ml),차조밥,달걀팟국,갈치구이,브로콜리흑임자소스무침,깍두기,S다진유부주먹밥,,백미밥,감잣국,돼지고기수육,양배추숙쌈+쌈장,깍두기
S바지락죽,,김가루주먹밥,양송이스프,돈까스,오이양파무침,배추김치,S크림소스스파게티,,차조밥,팽이버섯맑은국,닭가슴살피망볶음,고구마맛탕,깍두기
