name,weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
S두부들깨죽,56.2,수프(간식),169.85,6.1188,5.3974,24.0836,3,57.34,1.5748,69.004,0.3525,0.09373,0.13029,0,1046.1572,2800.2857
S두부부추죽,61.4,수프(간식),124.704,3.7515,2.25308,21.37068,0.665,18.696,1.0044,70.036,0.827666667,0.08165,0.05019,0.794,977.483,83.97084
S두부죽,56.4,수프(간식),124.054,3.6225,2.22958,21.31218,0.82,17.096,0.6784,70.886,23.086,0.0675,0.04529,0.445,981.634,84.36584
S두부채소죽,86.4,수프(간식),146.154,5.754,3.17008,22.63518,1.665,32.596,1.0379,71.236,25.311,0.07745,0.09224,2.059,1461.084,167.17434
S들깨누룽지죽,36.2,수프(간식),149.05,4.0948,4.4714,23.0936,2.42,44.84,1.1768,69.304,0.385833333,0.09633,0.08849,0,568.9992,2722.7717
S들깨죽,36.2,수프(간식),150.45,4.1948,4.4714,23.3336,2.42,44.54,1.2668,68.804,0.3525,0.08733,0.09449,0,568.9992,2722.7717
S땅콩죽,35.2,수프(간식),144.15,4.274,4.357,21.951,1.34,8.23,0.7224,69.194,0.083333333,0.0874,0.0322,0,1576.669,3.066
S매생이죽,42.2,수프(간식),108.434,2.2192,1.78868,21.27478,0.979,16.126,3.0929,79.072,0.094333333,0.05815,0.01324,0.0327,503.4863,30.76884
S멸치죽,31.2,수프(간식),113.054,3.747,1.52458,19.89268,0,33.266,0.3915,134.492,0.094333333,0.0586,0.01064,0,501.673,8.74484
S멸치채소죽,41.2,수프(간식),115.954,3.8455,1.53308,20.57818,0.24,35.216,0.4155,135.792,23.086,0.0622,0.01429,0.445,506.694,9.18784
S명란죽,41.2,수프(간식),120.504,4.675,1.74508,20.28168,0,6.466,0.526,531.842,9.994333333,0.1295,0.08384,0,499.455,6.40884
S무청죽,47.2,수프(간식),108.784,2.1232,1.33168,21.31278,0.159,54.826,2.0869,87.722,25.15266667,0.0915,0.03734,10.9837,503.6173,6.80384
S미역죽,42.2,수프(간식),105.284,2.0872,1.34018,20.81128,0.004,24.826,0.5129,154.972,23.71933333,0.06715,0.02974,2.2827,499.4663,6.40884
S미역채소죽,51.4,수프(간식),107.354,2.1485,1.34858,21.32718,0.24,26.646,0.5354,162.186,46.711,0.0701,0.03049,2.695,504.476,6.85184
S바지락죽,56.4,수프(간식),116.87,3.59994,1.4476,21.3331,0.3508,15.508,0.78388,73.198,24.211,0.06913,0.05907,0.90704,505.57826,9.45184
S밤죽,35.2,수프(간식),96.65,1.872,0.155,21.1485,0.81,3.58,0.4764,68.444,0.395833333,0.0493,0.01975,2.397,32.8335,9.105
S배추달걀죽,66.4,수프(간식),143.754,5.442,3.50608,21.16968,0,20.846,0.9364,110.186,40.936,0.1009,0.14954,1,827.802,13.66884
S배추버섯죽,51.4,수프(간식),105.654,2.074,1.31108,20.98668,0.29,6.896,0.4594,72.236,0.156833333,0.0913,0.03634,1.5,508.673,6.40884
S버섯장국죽,57.4,수프(간식),142.344,4.6461,4.11868,20.89798,0.144,4.866,0.7088,78.916,15.68933333,0.06901,0.06778,0.4065,544.2786,8.94864
S버섯죽,46.4,수프(간식),105.354,2.068,1.33308,21.08668,0.38,2.946,0.4724,69.986,0.094333333,0.0805,0.04844,0.063,503.466,6.40884
S버섯채소죽,56.4,수프(간식),110.704,2.099,1.35058,22.23118,0.375,5.646,0.4894,71.486,23.086,0.0761,0.04534,0.9705,504.9095,6.94384
S버섯브로콜리채소죽,53.4,수프(간식),107.274,2.3304,1.35668,21.31428,0.377,5.576,0.54,71.096,10.38766667,0.07359,0.07953,1.5189,515.3359,9.67384
S버섯치즈죽,52.4,수프(간식),121.094,2.8971,2.41018,21.51148,0.144,35.716,0.4553,117.316,17.87266667,0.07461,0.05103,0.2705,513.3806,13.85364
S볶음현미죽,31.4,수프(간식),121.104,2.01,1.60008,23.83668,0,2.846,0.7114,69.036,0.061,0.072,0.01284,0,499.455,6.40884
S부추닭죽,51.8,수프(간식),114.184,5.37446,0.63321,20.62632,0.1506,6.476,0.70119,78.922,21.30458333,0.098006,0.043672,0.54072,127.99281,1.86801
S부추된장죽,48.2,수프(간식),110.264,2.1921,1.48708,21.20448,0.291,8.796,0.9074,89.572,1.190166667,0.09501,0.03513,1.268,574.5652,18.14024
S부추죽,41.4,수프(간식),105.054,1.87,1.34008,20.49168,0,6.546,0.8564,69.836,1.181833333,0.0815,0.01784,0.75,499.455,6.40884
S부추타락죽,90.2,수프(간식),126.55,3.41,1.805,23.255,0,62.53,0.8604,87.644,28.67083333,0.092,0.098,1.145,36.89,3.8
S북어채소죽,48.2,수프(간식),126.124,6.071,1.52508,20.81918,0.35,21.976,0.5705,38.212,24.211,0.0735,0.02889,0.6005,505.2535,9.03934
S브로콜리된장죽,48.2,수프(간식),111.964,2.3876,1.47658,21.55498,0.826,10.896,0.5214,90.572,26.37766667,0.07606,0.04713,4.7505,582.3897,27.80824
S브로콜리소고기죽,57.4,수프(간식),143.744,4.7541,4.10868,20.91998,0.454,8.166,0.7288,78.716,17.88933333,0.06431,0.05908,3.3235,547.3076,15.16264
S브로콜리스프,40.3,수프(간식),66.497,1.3753,4.2086,5.9028,0.995,12.511,0.2679,68.69,31.71516667,0.01816,0.04002,7.595,111.8615,26.0435
S브로콜리죽,46.4,수프(간식),108.104,2.113,1.33158,21.17618,0.62,9.396,0.4804,70.986,26.37766667,0.0643,0.03039,4.5265,508.1495,16.12484
S브로콜리크림스프,90.3,수프(간식),98.747,2.8088,5.8606,8.6858,0.925,67.811,0.2629,86.69,58.1235,0.02876,0.11442,6.8255,148.107,26.7845
S새송이버섯죽,46.4,수프(간식),106.004,2.117,1.32358,21.19118,0.545,3.396,0.4149,70.286,1.219333333,0.0651,0.04884,0.1555,514.0595,8.59634
S새우살죽,43.2,수프(간식),116.974,4.6642,1.43218,20.12828,0.004,14.276,0.7479,104.142,0.101,0.05835,0.02264,0.2927,499.4663,6.40884
S새우죽,51.4,수프(간식),118.754,4.7135,1.43858,20.57718,0.24,15.846,0.7604,111.186,23.086,0.0611,0.02299,0.595,504.476,6.85184
S새우채소죽,56.4,수프(간식),120.354,4.8675,1.44858,20.89318,0.395,17.796,0.8004,111.336,24.186,0.06275,0.03014,2.0535,505.9905,9.95884
S새우애호박죽,61.4,수프(간식),120.954,4.8205,1.44758,21.09118,0.46,17.346,0.7834,111.186,25.336,0.0649,0.03099,0.906,506.031,11.22684
S새우치즈죽,60.2,수프(간식),123.75,5.705,1.313,21.141,0.35,47.38,0.7554,157.394,28.18333334,0.06595,0.03465,0.754,16.7115,9.8095
S생선죽,51,수프(간식),107.53,4.6607,0.1536,20.7751,0.244,9.16,0.4109,64.58,26.525,0.07975,0.03555,0.6277,5.0323,0.443
S소고기감자죽,46.4,수프(간식),127.354,4.268,4.06758,17.40968,0.27,3.646,0.6274,77.336,1.877666667,0.05335,0.04429,1.1905,542.133,8.86684
S소고기된장죽,57.2,수프(간식),144.174,4.65,4.13358,20.96918,0.35,6.526,0.7395,61.652,26.011,0.07195,0.05344,0.74,547.0645,11.31334
S소고기무죽,52.2,수프(간식),141.134,4.4872,4.09268,20.38228,0.064,5.526,0.6539,72.322,1.927666667,0.0654,0.04759,0.9062,543.7433,9.66384
S소고기미역죽,62.2,수프(간식),144.134,4.8192,4.11768,21.22428,0.174,19.626,0.7659,133.022,17.661,0.069,0.06059,2.2602,543.0173,8.77884
S소고기부추죽,51.4,수프(간식),141.004,4.567,4.11358,20.28668,0,5.896,0.9744,77.936,2.619333333,0.07485,0.05059,0.6395,541.266,8.68284
S소고기브로콜리죽,59.4,수프(간식),153.084,4.4341,5.27398,21.03558,0.558,10.566,0.8108,78.926,21.08433333,0.06641,0.0809,4.5861,578.2236,19.82634
S소고기스프,43.3,수프(간식),101.177,3.5709,6.955,5.6217,0.533,5.431,0.4033,77.08,41.8135,0.01712,0.04478,1.3521,149.8941,13.1595
S소고기양파죽,54.4,수프(간식),142.164,4.5141,4.09028,20.69888,0.236,5.046,0.6613,77.936,2.586,0.06349,0.04609,0.8208,543.4725,10.09134
S소고기옥수수죽,58.2,수프(간식),133.38,4.8871,3.1054,20.7909,0.718,5.8,0.8168,80.484,27.665,0.10586,0.06986,4.2986,136.8341,5.163
S소고기우엉죽,52.4,수프(간식),143.724,4.5781,4.09048,20.99578,0.347,6.296,0.6873,78.026,2.574333333,0.06199,0.05082,0.4397,543.6325,10.38514
S소고기장국죽,57.2,수프(간식),143.634,4.5762,4.09668,20.98878,0.354,5.926,0.6714,73.022,26.011,0.065,0.05314,0.7727,547.0758,11.31334
S소고기죽,53.2,수프(간식),142.624,4.5312,4.08968,20.78128,0.174,4.976,0.6659,72.192,1.917666667,0.0632,0.04699,0.8702,543.0173,8.77884
S소고기채소죽,52.4,수프(간식),141.994,4.4975,4.09408,20.62918,0.24,5.296,0.6684,79.106,24.89266667,0.06265,0.04664,0.6945,546.287,9.12584
S소고기청경채죽,51.4,수프(간식),139.804,4.528,4.09258,20.04068,0.12,11.796,0.6724,79.336,8.169333333,0.06565,0.04689,1.9905,541.859,12.89084
S소고기타락죽,101.2,수프(간식),157.154,5.759,5.73658,19.60918,0.35,61.866,0.6295,29.342,53.49433333,0.06335,0.13024,1.135,583.9545,15.11334
S순두부죽,101.4,수프(간식),132.504,6.4425,2.24208,20.69368,0.295,13.596,0.8464,72.336,0.102666667,0.25665,0.02179,0.294,1021.888,95.89584
S순두부채소죽,116.4,수프(간식),138.504,6.6475,2.25508,22.05618,0.695,15.996,0.9009,73.536,24.211,0.2634,0.03024,1.126,1027.25,98.57034
S시금치감자죽,46.4,수프(간식),95.254,1.946,1.35408,18.30968,0.27,8.896,0.7294,77.186,36.02766667,0.07,0.05854,10.051,500.322,6.59284
S시금치된장죽,42.2,수프(간식),108.634,2.2023,1.44258,20.96608,0.103,9.056,0.7567,53.682,36.04433334,0.08138,0.06521,9.112,536.5751,12.25054
S시금치스프,85.3,수프(간식),97.297,2.6578,5.8956,8.3218,0.305,66.011,0.4929,94.19,89.67350001,0.04016,0.13682,9.9915,142.049,14.3565
S시금치죽,52.2,수프(간식),110.434,2.2007,1.37868,21.63178,0.244,10.426,0.7619,72.872,59.03600001,0.07975,0.06339,9.4777,504.4873,6.85184
S시금치치즈죽,70,수프(간식),138.5,4.557,2.969,22.498,0,92.95,0.734,110.1,55.00000001,0.0856,0.1054,9.165,36.582,15.878
S시금치크림스프,90.3,수프(간식),98.947,2.8128,5.9206,8.6218,0.305,68.011,0.6229,96.89,101.6568333,0.04616,0.15382,12.9915,142.049,14.3565
S식빵두유죽,231,수프(간식),227.57,11.503,8.6731,25.3036,1.11,41.84,1.5813,424.81,0.425,0.1307,0.18374,0,163.533,13.722
S아몬드견과죽,36,수프(간식),146.97,3.0873,3.7785,24.6903,0.636,15.57,0.6075,2.67,0.2075,0.07128,0.06084,0,1631.3571,344.5674
S아몬드스프,75.3,수프(간식),121.397,3.3648,8.3186,8.4263,1.03,78.411,0.3409,86.39,53.79433334,0.02361,0.16312,0.9915,788.4925,15.566
S아욱된장죽,42.2,수프(간식),109.234,2.1993,1.41408,21.21208,0.778,43.106,0.4522,51.132,48.84433333,0.08903,0.08741,6.2935,541.7501,37.76254
S아욱죽,42.2,수프(간식),108.134,2.0992,1.34168,21.19228,0.679,42.526,0.4334,69.022,48.84433333,0.0838,0.08194,6.2142,504.6413,31.92084
S애호박감자죽,46.4,수프(간식),95.854,1.6885,1.29008,18.67768,0.625,4.846,0.3914,69.136,2.327666667,0.0588,0.01689,1.8875,502.3105,11.05984
S애호박김죽,52.4,수프(간식),109.744,2.282,1.36408,21.69818,0.57,9.546,0.5109,73.266,38.6135,0.0747,0.05769,2.4815,506.8085,13.41434
S애호박다시마죽,51.4,수프(간식),106.254,1.8705,1.32858,21.06768,0.33,14.896,0.6209,76.886,9.919333333,0.0662,0.03084,1.8665,501.7875,12.97134
S애호박두부죽,56.4,수프(간식),116.104,2.77,1.77358,21.35668,0.705,11.746,0.5449,69.636,3.477666667,0.06815,0.03629,0.7605,741.2365,51.77634
S애호박죽,52.2,수프(간식),108.584,1.8927,1.31268,21.48528,0.504,6.226,0.4024,63.772,3.486,0.06735,0.02184,1.0872,503.5388,13.06734
S양배추감자죽,46.4,수프(간식),95.254,1.733,1.29108,18.59768,0.675,9.646,0.3799,70.286,0.240166667,0.05725,0.01249,3.985,502.6545,11.14984
S양배추새우죽,51.4,수프(간식),119.154,4.783,1.43808,20.68368,0.27,18.396,0.7634,110.686,0.202666667,0.061,0.02264,2.106,501.01,9.44684
S양배추죽,41.2,수프(간식),88.37,1.616,1.0919,17.4854,0.54,10.91,0.3319,70.554,0.2925,0.053,0.0113,3.912,419.3225,11.4167
S양배추현미죽,51.4,수프(간식),109.204,2.037,1.55108,21.35268,0.575,11.396,0.4069,70.586,0.240166667,0.07625,0.01489,3.522,503.5275,11.06184
S양송이버섯스프,90.3,수프(간식),97.347,2.9578,5.8586,8.5838,0.675,60.111,0.2979,87.19,53.71516667,0.03481,0.17122,1.223,167.0245,14.4005
S양송이버섯죽,51.4,수프(간식),106.704,2.229,1.32758,21.10118,0.41,4.146,0.4984,70.586,0.111,0.06955,0.07039,0.588,520.254,6.50484
S양송이스프,90.3,수프(간식),95.347,2.9048,5.8586,8.1638,0.625,60.411,0.2789,87.29,53.7235,0.03356,0.17042,0.9915,167.461,14.3565
S양송이죽,52.2,수프(간식),107.534,2.2662,1.32768,21.27078,0.414,4.276,0.4999,64.672,0.111,0.0702,0.07329,0.6207,520.2653,6.50484
S양송이채소죽,56.4,수프(간식),95.204,2.1195,1.31858,18.57468,0.775,5.146,0.4969,71.136,24.186,0.0643,0.07809,1.3575,524.3095,9.17534
S양송이치즈죽,50.2,수프(간식),122.8,4.01,2.2585,21.0485,0.24,64.73,0.4664,162.894,8.05,0.07195,0.08545,0.007,40.885,14.358
S양송이크림스프,45.3,수프(간식),63.597,1.5428,4.2081,5.5843,0.705,4.011,0.2979,69.59,26.2235,0.02591,0.11057,0.5965,136.924,10.5565
S양파북어죽,44.2,수프(간식),125.654,6.0512,1.51618,20.71428,0.174,20.986,0.5569,98.492,0.111,0.07215,0.02524,0.6207,501.2063,6.50484
S양파치즈스프,90.3,수프(간식),124.847,4.1638,7.9546,8.7068,0.475,124.111,0.1319,179.19,61.70683334,0.03156,0.10392,1.5865,165.615,28.8105
S양파치즈죽,70.2,수프(간식),137.6,4.2345,2.9,22.6,0.255,89.28,0.3744,169.644,19.075,0.07285,0.05605,1.047,39.192,16.022
S양파타락죽,91.4,수프(간식),138.304,3.2825,2.96108,23.64368,0.255,61.096,0.4014,87.836,27.61933333,0.07325,0.08849,1.277,538.955,10.35284
S얼갈이된장죽,53.2,수프(간식),110.164,2.1586,1.45858,21.26348,0.776,33.846,0.4659,97.222,19.87766666,0.08326,0.04348,3.9495,576.3912,26.72524
S얼갈이배추죽,46.4,수프(간식),105.404,1.834,1.31358,20.64518,0.53,32.046,0.4174,78.636,41.72766666,0.0697,0.02529,3.427,504.6545,13.20134
S연근채소죽,54.4,수프(간식),101.584,1.7566,1.29798,20.04958,0.918,8.866,0.4603,73.026,15.001,0.06681,0.0312,5.3181,509.1161,9.87634
S연두부게살스프,130.3,수프(간식),131.847,6.0328,7.3206,9.8218,0.305,94.811,0.7529,136.09,53.7985,0.09416,0.10182,0.9915,142.049,14.3565
S연두부죽,56.4,수프(간식),117.054,2.5385,1.86358,21.50218,0.24,11.896,0.6104,71.686,23.086,0.0891,0.01349,0.445,504.476,6.85184
S연두부채소죽,116.4,수프(간식),152.504,4.7925,3.27008,24.86318,0.485,32.096,1.2509,74.236,24.211,0.164,0.02884,1.126,505.687,9.13134
S열무죽,47.2,수프(간식),106.234,2.0002,1.33318,20.69628,0.354,27.076,0.6169,71.822,56.80266666,0.0666,0.02624,1.2712,506.2843,23.59634
S영양닭죽,71.6,수프(간식),147.5,5.81406,3.43232,22.22048,0.5766,7.962,0.69254,83.59,34.186,0.098986,0.063942,1.44372,506.67346,9.17934
S영양부추타락죽,90.2,수프(간식),126.55,3.41,1.805,23.255,0,62.53,0.8604,87.644,28.67083333,0.092,0.098,1.145,36.89,3.8
S오징어채소죽,56.4,수프(간식),119.854,4.578,1.52408,20.84318,0.35,6.696,0.4089,100.536,24.211,0.0705,0.01649,0.6005,505.5535,9.09934
S오트밀죽,31.4,수프(간식),122.754,2.94,2.48508,21.66168,2.82,10.646,1.0864,69.186,0.0985,0.0345,0.01434,0,499.455,6.40884
S옥수수스프,96.3,수프(간식),129.367,3.0449,7.9697,11.4227,0,67.581,0.7111,90.33,55.491,0.09391,0.14046,0.465,97.8096,10.8
S옥수수양파죽,46.4,수프(간식),107.604,2.11,1.45908,20.97968,0.17,6.646,0.6314,69.436,0.744333333,0.087,0.02244,0.588,501.195,6.50484
S옥수수죽,36.4,수프(간식),110.304,2.081,1.58408,21.34068,0.735,2.596,0.4329,68.986,0.115166667,0.1186,0.01819,0.8145,637.6035,10.24884
S옥수수치즈스프,95.3,수프(간식),135.647,4.1108,7.1256,13.6103,0.305,95.511,0.5474,132.69,58.5735,0.07511,0.11632,0.995,152.962,21.5355
S옥수수크림스프,90.3,수프(간식),120.747,3.1728,6.0606,13.3018,0.305,64.211,0.5429,86.29,54.59016667,0.07216,0.10782,0.9915,142.049,14.3565
S옥수수타락죽,85.2,수프(간식),126.4,3.555,1.92,23.075,0,61.13,0.6154,86.944,28.21666667,0.094,0.1015,0.395,36.89,3.8
S우엉죽,51.4,수프(간식),114.804,2.0865,1.30808,22.83818,0.86,10.746,0.4864,70.586,0.111,0.06385,0.02344,0.6795,505.329,7.58784
S우유크림스프,125.3,수프(간식),126.197,3.7803,7.4826,10.5208,0.39,117.261,0.1379,104.24,81.23183334,0.03441,0.16737,1.6805,179.809,18.2045
S잣죽,36.2,수프(간식),168.63,3.536,8.35,20.392,0,2.93,0.9414,70.404,0.083333333,0.0982,0.016,0,0,0
S잣찹쌀죽,36.2,수프(간식),163.25,3.444,6.865,22.171,0,3.69,2.2094,69.654,0.033333333,0.1078,0.0195,0,0,0
S장국죽,37.2,수프(간식),53.584,3.0727,4.00718,1.40128,0.284,4.026,0.3724,70.272,2.952666667,0.0114,0.05709,0.9157,543.7948,10.96634
S전복죽,41.7,수프(간식),115.254,3.85,1.40008,20.64168,0,9.816,0.707,170.177,0.094333333,0.0965,0.04334,0.3,499.455,6.40884
S조갯살죽,56.4,수프(간식),116.954,3.501,1.45558,21.43618,0.325,29.196,2.1654,70.836,23.09433333,0.06735,0.04304,1.189,505.346,6.89984
S찰옥수수스프,90.3,수프(간식),132.247,3.5678,6.1766,15.5738,0.135,64.811,0.7429,86.09,55.00683333,0.09366,0.11772,0.4035,140.309,14.2605
S참깨스프,81.3,수프(간식),152.737,4.4863,10.6738,10.3313,2.769,186.071,0.7409,86.09,54.09933334,0.09652,0.12421,0.9915,2323.4447,35.5238
S참깨우유스프,111.3,수프(간식),172.237,5.4103,11.6698,11.9903,2.769,219.971,0.7559,96.89,70.59933334,0.10282,0.17281,1.2285,2345.5787,37.8038
S참깨죽,36.2,수프(간식),151.14,3.8935,4.9532,22.7845,2.464,127.89,0.9634,69.194,0.459166667,0.13186,0.04339,0,2181.3957,21.1673
S참깨채소죽,50.4,수프(간식),150.724,3.8056,6.14068,20.36708,2.887,130.726,0.9783,69.876,15.37683333,0.12812,0.05099,1.0656,2685.4223,30.14064
S참깨크림스프,111.3,수프(간식),172.237,5.4103,11.6698,11.9903,2.769,219.971,0.7559,96.89,70.59933334,0.10282,0.17281,1.2285,2345.5787,37.8038
S참깨타락죽,86.2,수프(간식),183.64,5.4335,6.6132,25.5495,2.464,184.39,0.9884,87.194,27.95916667,0.14236,0.12439,0.395,2218.2857,24.9673
S참나물죽,47.2,수프(간식),107.134,1.9252,1.33018,21.01128,0.549,12.226,0.5689,67.322,43.40266667,0.06045,0.02624,0.7552,512.7373,14.80184
S참치미역죽,51.4,수프(간식),128.754,6.25,2.04508,20.43168,0,20.396,1.6564,250.386,15.84433333,0.0665,0.02884,1.5,499.455,6.40884
S참치죽,51.4,수프(간식),129.654,6.045,2.01908,20.58968,0.17,6.996,1.5664,189.686,0.111,0.064,0.01594,0.588,501.195,6.50484
S참치채소죽,57.2,수프(간식),120.47,6.1255,0.8321,21.0011,0.345,7.89,1.5689,190.184,14.79583333,0.06691,0.0203,0.8074,5.1667,1.8954
S찹쌀고구마죽,115.2,수프(간식),116.95,3.089,2.7175,19.685,0.85,95.48,0.1789,98.244,44.8,0.0395,0.1389,2.768,83.49,8.162
S찹쌀단호박죽,37.2,수프(간식),43.69,0.727,0.2152,10.1832,1.5,3.96,0.221,67.364,91.74999999,0.016,0.05668,3.639,53.46,24.294
S찹쌀닭죽,48.4,수프(간식),110.726,5.23766,0.25164,20.7132,0.1846,3.616,0.47744,76.288,15.34833333,0.082046,0.022062,0.40832,28.74006,1.344
S채소스프,90.3,수프(간식),101.697,2.4983,5.8356,9.5383,0.84,62.861,0.1864,87.34,77.83183334,0.03191,0.09562,2.349,147.8445,17.123
S채소죽,52.2,수프(간식),109.584,1.9917,1.33518,21.62278,0.439,7.926,0.5234,67.622,36.20266667,0.0714,0.03394,3.9272,506.1348,9.08734
S청경채죽,41.4,수프(간식),103.254,1.8115,1.30858,20.12268,0.18,15.396,0.4034,71.936,9.506833333,0.0677,0.01229,2.7765,500.3445,12.72084
S취나물죽,61.4,수프(간식),114.754,2.191,1.36708,22.90218,1.155,25.896,1.2904,71.586,52.99433333,0.0733,0.08859,2.8235,520.6885,36.45784
S치즈게살죽,59.4,수프(간식),132.034,6.0511,3.57098,17.87458,0.383,91.416,0.4428,233.926,23.04683333,0.06066,0.0412,2.0816,525.7196,24.20284
S치즈고구마죽,60,수프(간식),121.65,3.0095,1.839,22.38,0.3,58.45,0.3525,56.4,26.25,0.06605,0.05,2.335,40.024,10.376
S치즈누룽지죽,35.2,수프(간식),120.55,3.476,2.23,20.492,0,64.43,0.3344,161.994,8.05,0.0634,0.022,0.007,21.826,14.358
S치즈죽,55,수프(간식),133.55,4.092,2.894,21.598,0,86.95,0.344,102,19.05,0.0676,0.0544,0.165,36.582,15.878
S캐슈넛참깨죽,38,수프(간식),164.28,4.2265,6.114,23.3335,1.656,62.09,0.999,19.6,0.254166667,0.1345,0.03685,0,1631.5435,15.7015
S콩나물죽,51.4,수프(간식),109.854,2.391,1.50308,21.11468,0.41,11.046,0.4669,69.836,0.186,0.0781,0.01969,0.858,601.1925,23.76384
S크래미게살죽,51.2,수프(간식),122.354,3.2885,1.31858,23.35218,0.24,36.916,0.49,122.292,23.086,0.0656,0.02749,0.445,504.476,6.85184
S크림스프,15,수프(간식),66.45,1.02,2.385,10.215,0,3.3,0,454.8,0,0.045,0.0225,0,0,0
S타락죽,75.3,수프(간식),123.637,3.14,1.76001,22.73996,0,58.334,0.35053,87.195,27.58333333,0.068,0.086594,0.395,36.89,3.8
S파래죽,51.4,수프(간식),106.104,2.022,1.32158,20.98718,0.485,12.096,0.9814,87.986,0.111,0.1045,0.02794,5.988,501.825,10.67484
S파프리카감자크림스프,90.3,수프(간식),103.547,2.5308,5.8371,9.9683,0.77,61.261,0.2134,86.09,55.736,0.03091,0.09937,12.3915,147.665,17.3115
S팥죽,46.2,수프(간식),161.07,7.608,0.4591,31.0566,5.37,20.145,1.7792,68.629,0.025,0.19515,0.08334,1.371,93.135,43.281
S표고버섯죽,54.4,수프(간식),108.084,2.0256,1.34798,21.67058,0.263,5.466,0.4648,71.126,13.901,0.07411,0.0433,0.6786,503.6856,6.74184
S해물죽,61.4,수프(간식),124.554,5.646,1.54208,20.84518,0.35,13.846,0.6599,117.586,24.211,0.068,0.02449,0.7005,505.4535,9.07934
S현미소고기죽,60.2,수프(간식),145.564,4.6933,4.38108,21.16718,0.377,6.346,0.9758,71.962,16.776,0.06901,0.05845,1.0063,546.2854,11.20334
S현미애호박죽,51.4,수프(간식),109.154,1.949,1.60208,21.31818,0.57,6.696,0.7049,69.936,26.411,0.0698,0.02749,0.9115,506.8085,13.41434
S호두오곡죽,38.2,수프(간식),164.74,3.6366,6.2087,23.9356,0.791,9.31,0.9341,68.884,0.294166667,0.09276,0.04416,0,3432.966,923.3507
S호두죽,33.2,수프(간식),145.79,2.8376,5.8592,20.5086,0.536,8.31,0.5246,69.434,0.256666667,0.06126,0.02756,0,3315.976,916.9112
S호두찹쌀죽,33.2,수프(간식),146.77,2.9076,5.8592,20.6766,0.536,8.1,0.5876,69.084,0.233333333,0.05496,0.03176,0,3315.976,916.9112
S호두채소죽,52.4,수프(간식),146.724,2.7972,7.04868,18.42518,1.044,11.896,0.5495,70.266,15.18266667,0.05927,0.03571,1.3596,3820.8726,925.93254
S호두치즈죽,43.2,수프(간식),175.59,4.7136,7.9892,21.1256,0.536,70.91,0.5336,162.234,8.223333334,0.06716,0.04456,0.007,3337.802,931.2692
S호박죽,42.2,수프(간식),55.44,0.968,0.0752,12.7932,0.5,5.06,0.13,67.514,9.800000001,0.0145,0.03108,0.411,27.455,6.474
S황태죽,46.4,수프(간식),142.19,9.725,1.68232,20.543,0.17,45.73,0.69996,119.538,0.159,0.07,0.035844,0.588,158.70996,744.44532
S흑미치즈죽,40.2,수프(간식),120.85,3.702,2.5185,20.1975,1.225,66.98,0.2769,161.544,8.633333334,0.1217,0.05765,0.301,156.541,20.1405
